# Pathway	ERR1018190_join_Abundance
UNMAPPED	33682.4776379370
UNINTEGRATED	35127.7459350400
UNINTEGRATED|g__Bacteroides.s__Bacteroides_dorei	9443.7340835648
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	4845.1079661432
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	3559.3850183651
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	2725.6970173800
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	2486.7065665614
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	2169.7514684514
UNINTEGRATED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	1994.3910237504
UNINTEGRATED|g__Coprococcus.s__Coprococcus_comes	1747.2792065035
UNINTEGRATED|g__Clostridium.s__Clostridium_bolteae	1372.1681915830
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	1364.2103003928
UNINTEGRATED|g__Eubacterium.s__Eubacterium_rectale	415.5353068111
PWY-7219: adenosine ribonucleotides de novo biosynthesis	29.1815531705
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	8.9937772521
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	5.6608105522
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	3.6313929401
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_bolteae	2.5601019642
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.3580263226
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	2.2508768412
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	0.7939658595
PWY-6700: queuosine biosynthesis	28.4950405762
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_dorei	5.2286625126
PWY-6700: queuosine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	3.9951017215
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.8082288152
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_caccae	2.4224930736
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	1.1038453618
PWY-2942: L-lysine biosynthesis III	28.4675219704
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_dorei	5.8884617429
PWY-2942: L-lysine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis	4.9292845607
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.0620830492
PWY-2942: L-lysine biosynthesis III|g__Bacteroides.s__Bacteroides_caccae	1.1846001974
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	24.8012908351
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Parabacteroides.s__Parabacteroides_distasonis	5.6329048490
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation|g__Bacteroides.s__Bacteroides_thetaiotaomicron	2.2585371634
